Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Northcote,81 Mitchell St,5,h,2700000.0,S,hockingstuart,14/05/2016,5.5,3070.0,4.0,3.0,3.0,490.0,331.0,1920.0,Darebin,-37.7726,145.0048,Northern Metropolitan,11364.0
Reservoir,1/33 Oconnor St,2,t,672000.0,S,hockingstuart,29/07/2017,12.0,3073.0,2.0,1.0,1.0,243.0,120.0,2012.0,Darebin,-37.71045,145.0018,Northern Metropolitan,21650.0
Sunshine North,25 Lodden St,4,h,626800.0,S,Douglas,7/11/2016,13.3,3020.0,4.0,1.0,2.0,581.0,130.0,1950.0,Brimbank,-37.7712,144.8336,Western Metropolitan,4217.0
Glen Iris,67 Celia St,4,h,1700000.0,PI,Fletchers,15/10/2016,9.2,3146.0,4.0,3.0,1.0,650.0,266.0,1946.0,Boroondara,-37.8581,145.078,Southern Metropolitan,10412.0
Northcote,65 Westgarth St,3,h,1415000.0,S,Woodards,1/07/2017,5.3,3070.0,3.0,1.0,1.0,366.0,,,Darebin,-37.78103,144.998,Northern Metropolitan,11364.0
Brighton East,18 Marriage Rd,3,h,2150000.0,S,Buxton,12/08/2017,10.3,3187.0,3.0,1.0,2.0,696.0,,,Bayside,-37.91892,145.00923,Southern Metropolitan,6938.0
Ashburton,6a Glen Rd,3,h,1662000.0,S,Jellis,14/05/2016,11.0,3147.0,3.0,2.0,2.0,351.0,228.0,2006.0,Boroondara,-37.8742,145.07,Southern Metropolitan,3052.0
Ascot Vale,7 Dalgety Dr,3,h,995000.0,S,Nelson,26/07/2016,5.9,3032.0,3.0,2.0,1.0,314.0,177.0,2010.0,Moonee Valley,-37.7778,144.9042,Western Metropolitan,6567.0
Greensborough,12 Yangoora Pl,4,h,900000.0,S,Morrison,29/07/2017,16.1,3088.0,4.0,3.0,1.0,807.0,190.0,1975.0,Banyule,-37.70077,145.12743,Northern Metropolitan,8524.0
Preston,10 Tyler St,3,h,550000.0,VB,Love,8/10/2016,8.8,3072.0,3.0,2.0,1.0,164.0,,,Darebin,-37.7335,145.0374,Northern Metropolitan,14577.0
Alphington,5 Ross St,4,h,2220000.0,S,Kay,3/06/2017,5.7,3078.0,4.0,2.0,3.0,580.0,184.0,1930.0,Darebin,-37.77227,145.0284,Northern Metropolitan,2211.0
Surrey Hills,2/247 Elgar Rd,3,u,930000.0,S,Fletchers,4/02/2016,11.2,3127.0,3.0,2.0,2.0,252.0,,1992.0,Whitehorse,-37.8344,145.1114,Southern Metropolitan,5457.0
St Kilda,26 Nelson St,2,h,808000.0,S,Biggin,18/03/2017,6.1,3182.0,2.0,1.0,0.0,124.0,,1908.0,Port Phillip,-37.8562,144.9848,Southern Metropolitan,13240.0
Niddrie,3a Irving St,3,h,780000.0,PI,McDonald,3/09/2016,11.2,3042.0,3.0,2.0,2.0,274.0,,,Moonee Valley,-37.7353,144.8907,Western Metropolitan,2291.0
Airport West,34 Moorna Dr,4,h,978000.0,S,Nelson,24/09/2016,13.5,3042.0,4.0,3.0,2.0,532.0,,,Moonee Valley,-37.7263,144.869,Western Metropolitan,3464.0
Balwyn North,15 Moody St,4,h,2910000.0,S,Marshall,10/12/2016,9.2,3104.0,4.0,3.0,2.0,1070.0,247.0,1992.0,Boroondara,-37.7975,145.0716,Southern Metropolitan,7809.0
Footscray,6/11 Nicholson St,3,u,480000.0,S,Nelson,8/10/2016,6.4,3011.0,3.0,1.0,1.0,0.0,90.0,1985.0,Maribyrnong,-37.7949,144.9007,Western Metropolitan,7570.0
South Yarra,10/432 Punt Rd,2,u,370000.0,PI,Hodges,12/11/2016,3.3,3141.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington,-37.8374,144.9871,Southern Metropolitan,14887.0
Moonee Ponds,1/5 Park St,1,u,415000.0,S,Weda,24/09/2016,6.9,3039.0,1.0,1.0,1.0,0.0,,,Moonee Valley,-37.7623,144.9211,Western Metropolitan,6232.0
Parkville,401/228 The Avenue,3,u,1770000.0,S,Woodards,3/06/2017,1.8,3052.0,3.0,2.0,1.0,2431.0,70.0,1999.0,Melbourne,-37.78212,144.95755,Northern Metropolitan,2309.0
Bentleigh East,1a Benina St,2,u,860000.0,S,hockingstuart,22/07/2017,13.8,3165.0,2.0,1.0,1.0,230.0,,1990.0,Glen Eira,-37.9236,145.05913,Southern Metropolitan,10969.0
Hadfield,2/3 Surrey St,2,u,487000.0,SP,Peter,10/09/2016,12.1,3046.0,2.0,1.0,2.0,198.0,96.0,2010.0,Moreland,-37.7132,144.9488,Northern Metropolitan,2606.0
Camberwell,7/5 Holly St,2,u,502000.0,PI,O'Donoghues,12/11/2016,7.8,3124.0,2.0,1.0,1.0,0.0,77.0,1965.0,Boroondara,-37.8255,145.0592,Southern Metropolitan,8920.0
Rosanna,180 Grandview Gr,6,h,1245000.0,S,Nelson,16/04/2016,11.4,3084.0,3.0,3.0,4.0,911.0,,,Banyule,-37.7312,145.0635,Eastern Metropolitan,3540.0
Hampton,16 Smith St,5,h,2600000.0,PI,Hodges,18/03/2017,13.7,3188.0,5.0,4.0,2.0,1000.0,324.0,1950.0,Bayside,-37.9332,145.0226,Southern Metropolitan,5454.0
Heidelberg,95 Rosanna Rd,3,h,1705000.0,S,Barry,10/09/2016,10.6,3084.0,3.0,1.0,2.0,1547.0,,,Banyule,-37.7502,145.0706,Eastern Metropolitan,2890.0
Ivanhoe,113 Green St,3,h,1102000.0,S,Nelson,22/05/2016,7.9,3079.0,3.0,1.0,1.0,597.0,115.0,1950.0,Banyule,-37.7645,145.0314,Eastern Metropolitan,5549.0
Reservoir,6/13 Fyfe St,2,t,416000.0,S,Ray,10/09/2016,11.2,3073.0,2.0,1.0,1.0,159.0,70.0,2000.0,Darebin,-37.7059,145.0115,Northern Metropolitan,21650.0
Templestowe Lower,20 Fyfe Dr,3,h,1181000.0,S,Jellis,24/06/2017,12.4,3107.0,3.0,1.0,2.0,656.0,,,Manningham,-37.77158,145.11816000000005,Eastern Metropolitan,5420.0
Surrey Hills,68 Weybridge St,3,h,1652000.0,S,Kay,20/05/2017,11.2,3127.0,3.0,2.0,2.0,368.0,150.0,,Boroondara,-37.8176,145.0882,Southern Metropolitan,5457.0
Werribee,81 Parramatta Rd,3,h,470000.0,S,Reliance,16/09/2017,14.7,3030.0,3.0,1.0,2.0,640.0,125.0,1985.0,,-37.88537,144.65337,Western Metropolitan,16166.0
Box Hill,6/29 Barkly St,2,u,645000.0,S,McGrath,4/03/2017,13.1,3128.0,2.0,1.0,1.0,140.0,81.0,1965.0,Whitehorse,-37.8271,145.1299,Eastern Metropolitan,4605.0
Keilor East,3A Cudgewa Pl,3,t,770000.0,SP,Barry,3/12/2016,12.8,3033.0,3.0,2.0,1.0,331.0,201.0,2010.0,Moonee Valley,-37.7325,144.8621,Western Metropolitan,5629.0
Thornbury,45A Harold St,3,h,1280000.0,S,Jellis,25/02/2017,6.5,3071.0,3.0,1.0,1.0,253.0,130.0,1910.0,Darebin,-37.7566,144.9965,Northern Metropolitan,8870.0
Bulleen,4 Robinson Gr,5,h,1730000.0,S,RT,13/05/2017,11.8,3105.0,5.0,4.0,4.0,564.0,185.0,1955.0,Manningham,-37.7735,145.0936,Eastern Metropolitan,4480.0
Coburg,23 Berry St,3,h,1278000.0,S,Peter,16/07/2016,7.8,3058.0,3.0,2.0,3.0,405.0,156.0,1930.0,Moreland,-37.7464,144.959,Northern Metropolitan,11204.0
Coburg,4/44 Victoria St,2,u,653000.0,SP,Peter,10/09/2016,7.8,3058.0,2.0,1.0,1.0,129.0,107.0,2012.0,Moreland,-37.7422,144.9606,Northern Metropolitan,11204.0
Keilor East,35/24 Craig St,3,h,650000.0,S,Nelson,27/11/2016,12.8,3033.0,3.0,2.0,2.0,176.0,,,Moonee Valley,-37.7432,144.8816,Western Metropolitan,5629.0
Kensington,123 Rankins Rd,2,h,850000.0,SP,Nelson,24/09/2016,4.2,3031.0,2.0,1.0,1.0,169.0,90.0,1900.0,Melbourne,-37.7925,144.9315,Northern Metropolitan,5263.0
Reservoir,5 Birdwood St,3,h,1120000.0,S,Nelson,18/03/2017,11.2,3073.0,3.0,1.0,2.0,744.0,,,Darebin,-37.7285,144.9961,Northern Metropolitan,21650.0
Caulfield South,3/468 Kooyong Rd,1,u,295000.0,SP,Gary,17/06/2017,8.7,3162.0,1.0,1.0,1.0,811.0,,,Glen Eira,-37.89614,145.01323,Southern Metropolitan,5051.0
Brighton,686A Hampton St,4,t,2250000.0,SP,Marshall,27/11/2016,11.2,3186.0,4.0,2.0,2.0,230.0,281.0,2012.0,Bayside,-37.9237,145.0056,Southern Metropolitan,10579.0
Essendon,27 McPhail St,3,h,1315000.0,S,Barry,29/07/2017,7.5,3040.0,3.0,3.0,1.0,226.0,,,Moonee Valley,-37.75485,144.9119,Western Metropolitan,9264.0
Sunshine,3/1 Centre St,4,u,660000.0,S,Bells,17/06/2017,10.5,3020.0,4.0,2.0,2.0,283.0,,2007.0,Brimbank,-37.78579000000001,144.83597,Western Metropolitan,3755.0
Newport,26 Mirls St,4,h,1567000.0,S,Sweeney,9/09/2017,6.2,3015.0,4.0,2.0,2.0,409.0,181.0,1910.0,,-37.84445,144.87966,Western Metropolitan,5498.0
Yarraville,7 Hughes St,3,h,840000.0,S,Village,28/08/2016,7.0,3013.0,4.0,1.0,1.0,470.0,127.0,1970.0,Maribyrnong,-37.822,144.8904,Western Metropolitan,6543.0
Essendon,6/23 Daisy St,2,u,468000.0,S,Nelson,29/07/2017,7.5,3040.0,2.0,1.0,1.0,0.0,,,Moonee Valley,-37.75465,144.9107,Western Metropolitan,9264.0
Viewbank,6 Dawn Ct,4,h,1003000.0,S,Nelson,20/05/2017,13.8,3084.0,4.0,2.0,2.0,619.0,,,Banyule,-37.7355,145.0928,Eastern Metropolitan,2698.0
Seaholme,41 Simmons Dr,3,h,860000.0,PI,RT,6/08/2016,12.7,3018.0,3.0,2.0,2.0,537.0,,,Hobsons Bay,-37.8628,144.8468,Western Metropolitan,852.0
Ivanhoe East,3/204 The Boulevard,1,u,405000.0,S,Miles,28/08/2016,9.0,3079.0,1.0,1.0,1.0,0.0,,1960.0,Banyule,-37.7767,145.0543,Eastern Metropolitan,1554.0
Yarraville,54 Sussex St,3,h,890000.0,VB,Jas,3/09/2017,6.3,3013.0,3.0,1.0,,338.0,123.0,1906.0,,-37.8195,144.88908,Western Metropolitan,6543.0
Sunshine North,25 Downing St,3,h,718000.0,S,Douglas,13/05/2017,13.3,3020.0,3.0,1.0,2.0,551.0,,,Brimbank,-37.771,144.8389,Western Metropolitan,4217.0
Mordialloc,1/6 Krone St,4,t,1170000.0,S,hockingstuart,3/06/2017,21.5,3195.0,4.0,2.0,2.0,312.0,179.0,2004.0,Kingston,-38.002,145.08916000000005,South-Eastern Metropolitan,3650.0
Richmond,5/285 Punt Rd,1,u,342000.0,S,Jellis,10/09/2016,2.6,3121.0,1.0,1.0,1.0,0.0,1.0,1970.0,Yarra,-37.8214,144.9896,Northern Metropolitan,14949.0
Elsternwick,14 Prentice St,3,h,1805000.0,PI,Biggin,10/12/2016,8.5,3185.0,3.0,2.0,1.0,347.0,,,Glen Eira,-37.8833,145.0118,Southern Metropolitan,4898.0
St Kilda,21/352 Canterbury Rd,2,u,500000.0,SP,Whiting,27/11/2016,6.1,3182.0,2.0,2.0,2.0,0.0,104.0,2000.0,Port Phillip,-37.859,144.9767,Southern Metropolitan,13240.0
Richmond,704/8 Howard St,3,u,760000.0,SP,Nelson,14/05/2016,2.6,3121.0,3.0,2.0,1.0,0.0,120.0,2005.0,Yarra,-37.8331,144.9975,Northern Metropolitan,14949.0
Bentleigh East,6/1126 North Rd,2,u,340000.0,VB,Gary,22/08/2016,13.9,3165.0,2.0,1.0,1.0,0.0,,2012.0,Glen Eira,-37.9096,145.0843,Southern Metropolitan,10969.0
Doncaster,12 Murillo Ct,5,h,1535000.0,PI,Ray,4/03/2017,13.9,3108.0,5.0,3.0,2.0,681.0,,,Manningham,-37.7722,145.1309,Eastern Metropolitan,9028.0
Elwood,2/21 Milton St,2,u,560000.0,PI,Jellis,16/04/2016,7.7,3184.0,2.0,1.0,0.0,0.0,70.0,1930.0,Port Phillip,-37.8751,144.987,Southern Metropolitan,8989.0
Brunswick,94 Lydia St,1,t,895000.0,S,Nelson,11/02/2017,5.2,3056.0,1.0,1.0,0.0,0.0,,,Moreland,-37.7717,144.9679,Northern Metropolitan,11918.0
Diamond Creek,2 Bishop Av,4,h,745000.0,S,Mason,9/09/2017,21.8,3089.0,4.0,2.0,2.0,767.0,,,,-37.67515,145.1655,Northern Victoria,4258.0
Newport,75 Woods St,4,h,1620000.0,S,Williams,14/05/2016,8.4,3015.0,4.0,3.0,1.0,425.0,233.0,2015.0,Hobsons Bay,-37.8456,144.8741,Western Metropolitan,5498.0
Bentleigh East,3/14 Malane St,3,h,750000.0,PI,Hodges,18/06/2016,13.9,3165.0,3.0,2.0,1.0,188.0,,,Glen Eira,-37.9193,145.0553,Southern Metropolitan,10969.0
Fawkner,62 Dowding Cl,4,h,615000.0,S,Stockdale,16/04/2016,12.4,3060.0,4.0,2.0,3.0,476.0,,1977.0,Moreland,-37.697,144.9655,Northern Metropolitan,5070.0
Newport,1 Elphin St,2,h,1070000.0,S,Jas,29/04/2017,8.4,3015.0,2.0,1.0,3.0,480.0,,,Hobsons Bay,-37.8431,144.8919,Western Metropolitan,5498.0
Glenroy,137 Glenroy Rd,2,h,730000.0,S,Barry,10/12/2016,13.0,3046.0,2.0,1.0,1.0,705.0,115.0,1950.0,Moreland,-37.706,144.9245,Northern Metropolitan,8870.0
Dandenong,58 Herbert St,4,h,1071500.0,S,McLennan,17/06/2017,24.7,3175.0,4.0,1.0,1.0,951.0,,,Greater Dandenong,-37.98121,145.21643999999995,South-Eastern Metropolitan,10894.0
Carlton North,1018 Drummond St,4,h,2520000.0,S,Nelson,16/04/2016,3.2,3054.0,4.0,2.0,2.0,504.0,168.0,1890.0,Yarra,-37.7805,144.9721,Northern Metropolitan,3106.0
Toorak,2/76 Mathoura Rd,1,u,611000.0,SP,hockingstuart,12/11/2016,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington,-37.8428,145.0081,Southern Metropolitan,7217.0
Niddrie,2/34 Haldane Rd,2,u,510000.0,VB,Barry,20/05/2017,11.2,3042.0,2.0,1.0,1.0,167.0,69.0,2013.0,Moonee Valley,-37.7343,144.8824,Western Metropolitan,2291.0
Camberwell,22 Netherway St,5,h,2860000.0,PI,Jellis,4/03/2017,7.8,3124.0,5.0,3.0,4.0,753.0,,1940.0,Boroondara,-37.842,145.0888,Southern Metropolitan,8920.0
Pascoe Vale,2/58 Railway Pde,2,t,480000.0,PI,Nelson,6/08/2016,9.9,3044.0,2.0,1.0,1.0,113.0,94.0,1988.0,Moreland,-37.7269,144.9274,Northern Metropolitan,7485.0
Essendon,55 Richardson St,4,h,1800000.0,S,Nelson,4/06/2016,8.0,3040.0,3.0,2.0,2.0,648.0,215.0,1910.0,Moonee Valley,-37.7493,144.9112,Western Metropolitan,9264.0
Kingsville,363 Geelong Rd,3,h,860000.0,SP,Village,29/04/2017,7.8,3012.0,3.0,1.0,3.0,555.0,168.0,1940.0,Maribyrnong,-37.8083,144.8754,Western Metropolitan,1808.0
Seddon,17 Tennyson St,3,h,1180000.0,SP,Biggin,3/06/2017,5.1,3011.0,3.0,1.0,0.0,198.0,124.0,1910.0,Maribyrnong,-37.80779,144.88887,Western Metropolitan,2417.0
Malvern,122/14 Elizabeth St,2,u,640000.0,PI,Ray,27/11/2016,7.4,3144.0,2.0,2.0,1.0,0.0,,,Stonnington,-37.8514,145.0361,Southern Metropolitan,4675.0
Brighton,86 Dendy St,5,h,3105000.0,S,Marshall,28/08/2016,11.2,3186.0,4.0,2.0,2.0,1045.0,304.0,1930.0,Bayside,-37.9205,145.0012,Southern Metropolitan,10579.0
Balwyn,1/7 Boston Rd,3,h,1800000.0,VB,Marshall,16/07/2016,9.7,3103.0,3.0,2.0,2.0,380.0,,1980.0,Boroondara,-37.8161,145.0772,Southern Metropolitan,5682.0
Hadfield,4 Thames St,3,h,770000.0,S,Stockdale,12/11/2016,12.1,3046.0,3.0,1.0,2.0,700.0,,,Moreland,-37.705,144.9469,Northern Metropolitan,2606.0
Watsonia,3 Tennyson St,3,h,1040000.0,PI,Buckingham,16/04/2016,14.9,3087.0,3.0,2.0,1.0,903.0,131.0,1950.0,Banyule,-37.7085,145.0824,Northern Metropolitan,2329.0
Reservoir,57 Yarra Av,3,h,800000.0,S,HAR,23/09/2017,12.0,3073.0,3.0,1.0,1.0,633.0,,,,-37.71922,145.01806000000005,Northern Metropolitan,21650.0
Niddrie,5 Hamilton St,3,h,991000.0,S,Brad,11/02/2017,11.2,3042.0,3.0,1.0,1.0,716.0,139.0,1950.0,Moonee Valley,-37.7368,144.8856,Western Metropolitan,2291.0
Brighton,1/76 Whyte St,2,t,1055000.0,S,Marshall,20/05/2017,11.2,3186.0,2.0,1.0,2.0,211.0,,1970.0,Bayside,-37.921,144.9999,Southern Metropolitan,10579.0
Oak Park,4 Barina Rd,3,h,821000.0,S,Stockdale,24/06/2017,11.2,3046.0,3.0,1.0,1.0,656.0,,,Moreland,-37.71467,144.92304,Northern Metropolitan,2651.0
Thornbury,3 Tharratt St,3,h,1420000.0,S,Ray,24/06/2017,7.0,3071.0,3.0,1.0,2.0,438.0,,,Darebin,-37.75375,145.00846,Northern Metropolitan,8870.0
Kingsville,48 Coronation St,3,h,1020000.0,S,Village,1/07/2017,6.4,3012.0,3.0,1.0,0.0,281.0,,,Maribyrnong,-37.80781,144.88083,Western Metropolitan,1808.0
South Yarra,6/21 Kensington Rd,2,u,551000.0,S,Williams,15/10/2016,3.3,3141.0,2.0,1.0,0.0,0.0,,,Stonnington,-37.8383,145.0011,Southern Metropolitan,14887.0
Sunshine West,11 Links St,3,h,680000.0,S,Douglas,7/11/2016,13.5,3020.0,3.0,1.0,2.0,726.0,144.0,1966.0,Brimbank,-37.7905,144.8073,Western Metropolitan,6763.0
Hawthorn,1/54 Liddiard St,1,u,440000.0,S,Jellis,6/05/2017,4.6,3122.0,1.0,1.0,1.0,0.0,51.0,1960.0,Boroondara,-37.8194,145.0397,Southern Metropolitan,11308.0
Bentleigh East,41 Wards Gr,2,h,1180000.0,S,Buxton,27/06/2016,13.9,3165.0,2.0,1.0,1.0,687.0,,,Glen Eira,-37.9234,145.0616,Southern Metropolitan,10969.0
Armadale,28 Cambridge St,3,h,1870000.0,S,Hodges,4/03/2017,6.3,3143.0,3.0,1.0,1.0,217.0,116.0,1888.0,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836.0
Northcote,21 Simpson St,3,h,2775000.0,S,McGrath,12/08/2017,5.3,3070.0,3.0,1.0,2.0,901.0,,,Darebin,-37.78062,145.00627,Northern Metropolitan,11364.0
Mount Waverley,5 Armstrong St,3,h,1200000.0,VB,McGrath,24/06/2017,14.2,3149.0,3.0,1.0,4.0,807.0,117.0,1196.0,Monash,-37.86788,145.12121000000005,Eastern Metropolitan,13366.0
Burwood,383 Burwood Hwy,3,h,1750500.0,S,RW,29/07/2017,10.4,3125.0,3.0,1.0,2.0,719.0,,,Whitehorse,-37.85156,145.13054,Southern Metropolitan,5678.0
Northcote,51 Kellett St,4,h,1590000.0,SP,Jellis,4/06/2016,5.5,3070.0,4.0,1.0,1.0,484.0,,1925.0,Darebin,-37.7672,145.0095,Northern Metropolitan,11364.0
Yarraville,27 Buninyong St,3,h,1217500.0,PI,Greg,15/10/2016,7.0,3013.0,3.0,3.0,1.0,217.0,,2016.0,Maribyrnong,-37.8188,144.8884,Western Metropolitan,6543.0
Meadow Heights,9 Hibiscus Cl,3,h,482000.0,S,Nelson,3/09/2017,17.4,3048.0,3.0,2.0,2.0,452.0,140.0,1992.0,,-37.64023,144.91398999999996,Northern Metropolitan,4704.0
Northcote,77 Union St,2,h,1634000.0,SP,Nelson,28/08/2016,5.5,3070.0,2.0,1.0,2.0,376.0,109.0,1920.0,Darebin,-37.7789,144.9952,Northern Metropolitan,11364.0
Footscray,12/14 Eldridge St,2,u,315000.0,PI,C21,25/02/2017,6.4,3011.0,2.0,1.0,1.0,882.0,74.0,1970.0,Maribyrnong,-37.7899,144.893,Western Metropolitan,7570.0
Bentleigh East,1 Melva St,4,h,1515000.0,S,Buxton,6/05/2017,13.9,3165.0,4.0,3.0,2.0,635.0,200.0,1950.0,Glen Eira,-37.9107,145.0745,Southern Metropolitan,10969.0
Oak Park,21 Marie St,3,h,970000.0,S,Nelson,15/07/2017,11.2,3046.0,3.0,2.0,2.0,701.0,,,Moreland,-37.71755,144.91663,Northern Metropolitan,2651.0
Heidelberg Heights,3/17 Burns Ct,3,h,600000.0,VB,Fletchers,22/08/2016,10.5,3081.0,3.0,2.0,2.0,251.0,200.0,2012.0,Banyule,-37.7358,145.0559,Eastern Metropolitan,2947.0
Broadmeadows,37 Stanhope St,4,h,631000.0,S,YPA,15/07/2017,14.0,3047.0,4.0,2.0,2.0,696.0,158.0,1960.0,Hume,-37.68584,144.9315,Northern Metropolitan,4294.0
Gowanbrae,39 Balerno Cir,3,t,468000.0,S,Nelson,7/05/2016,13.6,3043.0,3.0,2.0,2.0,178.0,138.0,2000.0,Moreland,-37.7087,144.8962,Western Metropolitan,1071.0
Williamstown,35 Railway Pl,3,h,1290000.0,S,RT,8/04/2017,8.0,3016.0,3.0,1.0,0.0,273.0,,,Hobsons Bay,-37.8651,144.8986,Western Metropolitan,6380.0
Altona,24 Wren St,4,h,845000.0,S,hockingstuart,11/02/2017,13.8,3018.0,4.0,1.0,2.0,745.0,130.0,1950.0,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301.0
Hawthorn East,6/20 Denmark Hill Rd,1,u,441000.0,S,Jellis,27/05/2017,6.2,3123.0,1.0,1.0,0.0,0.0,50.0,1960.0,Boroondara,-37.8327,145.05428,Southern Metropolitan,6482.0
Cairnlea,2 Woodsdale Ct,4,h,821000.0,PI,Sweeney,3/06/2017,14.8,3023.0,4.0,2.0,2.0,638.0,270.18,2009.0,Brimbank,-37.76189,144.78517,Western Metropolitan,2674.0
Yallambie,7 Marigolds Rd,3,h,984000.0,S,Darren,29/04/2017,15.0,3085.0,3.0,2.0,2.0,552.0,,,Banyule,-37.7285,145.0851,Northern Metropolitan,1369.0
South Yarra,36 Tyrone St,3,h,1540000.0,S,Marshall,28/05/2016,3.3,3141.0,3.0,2.0,1.0,149.0,140.0,2003.0,Stonnington,-37.8448,144.9882,Southern Metropolitan,14887.0
Richmond,9 Type St,4,h,1510000.0,PI,Biggin,18/03/2017,2.6,3121.0,4.0,2.0,0.0,0.0,171.0,1900.0,Yarra,-37.8206,145.0099,Northern Metropolitan,14949.0
Essendon,141 Cooper St,3,h,1990000.0,S,Barry,12/06/2016,8.0,3040.0,4.0,2.0,2.0,1021.0,,,Moonee Valley,-37.7415,144.8987,Western Metropolitan,9264.0
Bundoora,8 Cabernet Cr,5,h,940000.0,S,Ray,26/08/2017,12.1,3083.0,5.0,3.0,2.0,593.0,,,,-37.68878,145.05795,Northern Metropolitan,10175.0
Prahran,37 Perth St,4,h,1820000.0,S,Jellis,27/11/2016,4.5,3181.0,4.0,1.0,1.0,305.0,,1920.0,Stonnington,-37.8493,144.9873,Southern Metropolitan,7717.0
Hampton,70 Teddington Rd,3,h,1682000.0,S,Buxton,10/12/2016,13.7,3188.0,3.0,1.0,1.0,767.0,,,Bayside,-37.9365,145.02200000000005,Southern Metropolitan,5454.0
Footscray,12/26 Park St,2,t,575000.0,SA,Nelson,12/08/2017,5.1,3011.0,2.0,2.0,1.0,88.0,94.5,2000.0,Maribyrnong,-37.78872,144.88891,Western Metropolitan,7570.0
Port Melbourne,59 Heath St,3,h,1670000.0,S,Greg,16/04/2016,3.8,3207.0,3.0,2.0,1.0,140.0,169.0,1880.0,Port Phillip,-37.8353,144.9442,Southern Metropolitan,8648.0
Elwood,7/76 Mitford St,1,u,370000.0,PI,Hodges,24/09/2016,7.7,3184.0,1.0,1.0,1.0,0.0,51.0,1960.0,Port Phillip,-37.8767,144.9849,Southern Metropolitan,8989.0
Collingwood,43 Campbell St,2,h,1135000.0,S,Kay,27/05/2017,2.0,3066.0,2.0,1.0,0.0,144.0,80.0,1880.0,Yarra,-37.80298,144.98894,Northern Metropolitan,4553.0
Hawthorn East,18 Gillman St,3,h,1890000.0,PI,Marshall,18/06/2016,7.5,3123.0,3.0,1.0,2.0,477.0,173.0,1880.0,Boroondara,-37.8257,145.0514,Southern Metropolitan,6482.0
Fitzroy,101 Kerr St,3,h,1750000.0,VB,Jellis,9/09/2017,2.1,3065.0,3.0,1.0,,152.0,,,,-37.79662,144.9791,Northern Metropolitan,5825.0
Kew,13 Annadale St,3,h,1635000.0,S,Jellis,3/09/2016,5.6,3101.0,3.0,1.0,2.0,396.0,,1990.0,Boroondara,-37.8102,145.0451,Southern Metropolitan,10331.0
Coburg,28 Rodda St,3,h,985000.0,S,Jellis,27/11/2016,7.8,3058.0,3.0,1.0,1.0,309.0,,1880.0,Moreland,-37.7434,144.9697,Northern Metropolitan,11204.0
Balwyn North,24 Willis St,3,h,1770000.0,PI,Fletchers,28/08/2016,9.2,3104.0,3.0,2.0,1.0,720.0,147.0,1955.0,Boroondara,-37.7938,145.0838,Southern Metropolitan,7809.0
Kingsville,88 Chirnside St,1,h,750000.0,PI,Village,15/10/2016,7.8,3012.0,1.0,1.0,0.0,272.0,107.0,,Maribyrnong,-37.8086,144.8824,Western Metropolitan,1808.0
Glen Iris,3/14 Charles St,2,u,540000.0,S,Woodards,15/07/2017,7.3,3146.0,2.0,1.0,1.0,0.0,77.0,1960.0,Boroondara,-37.85145,145.09107,Southern Metropolitan,10412.0
Templestowe Lower,2/28 Hazel Dr,3,u,641000.0,S,Jellis,4/06/2016,13.8,3107.0,3.0,1.0,2.0,349.0,,,Manningham,-37.7694,145.1082,Eastern Metropolitan,5420.0
Glen Iris,4/68 Edgar St N,2,u,390000.0,S,hockingstuart,28/05/2016,9.2,3146.0,2.0,1.0,1.0,0.0,,,Stonnington,-37.8497,145.0466,Southern Metropolitan,10412.0
Blackburn,1/10 Duckham St,3,h,880000.0,PI,Fletchers,24/06/2017,13.4,3130.0,3.0,1.0,1.0,335.0,110.0,1960.0,Whitehorse,-37.82876,145.13808999999995,Eastern Metropolitan,5713.0
Coburg,2/58 Moore St,3,t,865000.0,S,Nelson,7/11/2016,7.8,3058.0,3.0,2.0,2.0,263.0,,2008.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204.0
North Melbourne,649 Queensberry St,2,h,940000.0,S,JMRE,29/04/2017,2.3,3051.0,2.0,1.0,0.0,89.0,65.0,1890.0,Melbourne,-37.9394,145.089,Northern Metropolitan,6821.0
St Kilda,7/29 Marine Pde,3,u,1000000.0,SP,McGrath,22/04/2017,6.1,3182.0,3.0,1.0,0.0,0.0,115.0,1930.0,Port Phillip,-37.8718,144.9767,Southern Metropolitan,13240.0
Mount Waverley,3/593 High Street Rd,2,u,572000.0,S,Ray,3/06/2017,14.2,3149.0,2.0,1.0,1.0,173.0,,1970.0,Monash,-37.87142,145.14503,Eastern Metropolitan,13366.0
Oakleigh South,10 Talbot Av,3,h,1140000.0,PI,Buxton,3/09/2017,15.5,3167.0,3.0,1.0,4.0,697.0,,,,-37.92021,145.10442,South-Eastern Metropolitan,3692.0
Ashwood,17 Parkhill Dr,4,h,1240000.0,S,Tim,19/11/2016,12.2,3147.0,4.0,2.0,2.0,766.0,192.0,1950.0,Monash,-37.8629,145.1097,Southern Metropolitan,2894.0
